F1,Danceability,Energy,Loudness,Liveness,Valence,Views,Likes,Stream
404,0.826,0.764,-4.341,0.161,0.761,2661002503,12824730,1048932845
405,0.522,0.697,-5.288,0.319,0.235,496745873,9294232,529555988
406,0.578,0.634,-5.979,0.132,0.216,129179970,897239,290126900
407,0.756,0.689,-3.87,0.0586,0.782,528082104,1592808,195678858
408,0.591,0.785,-7.768,0.126,0.785,24706293,557112,89466323
409,0.788,0.814,-3.822,0.208,0.665,10487689,86026,13182610
419,0.376,0.43,-6.585,0.0912,0.129,20369344,462099,528853212
420,0.672,0.322,-17.669,0.074,0.496,154690126,807784,266083896
421,0.274,0.144,-14.516,0.29,0.302,239113558,801663,205824087
422,0.477,0.6,-5.652,0.112,0.29,228093498,1681967,121359658
423,0.511,0.475,-14.667,0.105,0.819,320120240,722050,233844328
424,0.474,0.82,-7.699,0.0978,0.697,43190273,179776,101142300
425,0.684,0.481,-10.305,0.157,0.48,1548721,23313,193227242
426,0.273,0.227,-15.742,0.102,0.142,14170,141,244111564
427,0.435,0.391,-13.062,0.0885,0.583,47339991,105691,117809204
428,0.555,0.692,-4.767,0.232,0.313,31222205,322458,147021007
429,0.733,0.69,-5.529,0.105,0.31,83793080,1357047,646937556
430,0.526,0.606,-5.3,0.194,0.492,2242438,55241,139674263
431,0.696,0.454,-6.756,0.155,0.136,445294846,3501617,866702211
432,0.734,0.846,-3.425,0.235,0.604,89848525,873194,381634599
433,0.755,0.578,-8.932,0.25,0.581,161055631,1813108,581510489
434,0.672,0.82,-4.456,0.184,0.438,310110524,1069833,349456576
435,0.58,0.66,-7.405,0.174,0.411,62379960,432601,92083585
436,0.62,0.62,-6.322,0.129,0.459,83793080,1357047,36852704
437,0.828,0.726,-6.389,0.103,0.67,7338751,63534,44683570
438,0.662,0.693,-4.298,0.145,0.655,595358298,2639677,327435679
439,0.645,0.534,-10.8,0.0863,0.463,192177,2672,208337920
440,0.607,0.735,-6.065,0.11,0.964,13642,278,44638153
441,0.546,0.529,-10.511,0.124,0.247,294691541,2004619,379059402
442,0.929,0.7,-5.595,0.349,0.802,30154731,518074,273237961
443,0.904,0.723,-5.224,0.185,0.835,256025742,2437220,638746688
444,0.676,0.659,-5.123,0.283,0.595,17773546,170898,53989958
445,0.383,0.531,-7.814,0.108,0.0375,1516174,29277,76686049
446,0.464,0.547,-8.137,0.155,0.423,58687130,705272,256262137
447,0.744,0.448,-10.426,0.194,0.279,1985424,53729,17960938
448,0.53,0.517,-9.253,0.176,0.381,9379911,92424,48972127
449,0.336,0.627,-7.463,0.0708,0.35,753218999,3874002,1437977604
450,0.561,0.782,-7.444,0.109,0.704,17209207,57286,226569574
451,0.669,0.727,-7.588,0.123,0.807,104948400,697101,257187137
452,0.65,0.531,-8.335,0.249,0.487,306941658,1298739,301955185
453,0.837,0.462,-7.89,0.09,0.762,557340303,2207817,431793600
454,0.648,0.759,-4.315,0.648,0.518,295026099,2212835,227592322
455,0.576,0.526,-8.524,0.0548,0.147,379787199,1814454,194107435
456,0.742,0.468,-5.557,0.826,0.369,204281507,1613939,231493779
457,0.501,0.378,-9.37,0.119,0.178,339244228,1304247,218020440
458,0.368,0.505,-7.208,0.154,0.192,106246436,578830,102088157
459,0.715,0.654,-7.266,0.0667,0.762,86199720,851792,41725242
460,0.717,0.416,-9.875,0.0976,0.381,77095861,622085,91092219
461,0.815,0.761,-7.162,0.0272,0.82,435786754,4077182,78684300
462,0.563,0.495,-10.272,0.0837,0.244,82721044,794372,85746449
463,0.673,0.714,-8.042,0.0858,0.78,26504186,311358,52826792
464,0.7,0.343,-10.474,0.0789,0.488,17107007,322723,64456952
465,0.687,0.637,-9.55,0.291,0.56,16992074,127548,33410129
466,0.261,0.603,-6.733,0.184,0.207,65094477,417473,37409758
467,0.362,0.378,-11.008,0.091,0.575,333829289,2718990,73834235
468,0.744,0.7,-7.663,0.068,0.867,94808515,735586,47727856
479,0.577,0.574,-6.525,0.1,0.436,404999375,5394887,237685270
480,0.483,0.468,-7.642,0.152,0.319,9928703,282832,196665486
481,0.59,0.555,-6.861,0.192,0.191,368043095,2156715,106694938
482,0.609,0.538,-7.842,0.125,0.608,65425800,605862,105143682
483,0.534,0.481,-9.016,0.142,0.293,878651534,6735409,141640304
484,0.684,0.771,-5.353,0.112,0.539,349523411,2224745,79477830
485,0.539,0.729,-7.588,0.128,0.435,84218237,923122,60032339
486,0.657,0.581,-8.108,0.116,0.323,13619357,100178,74341580
487,0.57,0.55,-8.343,0.0921,0.435,73814491,722644,114548526
488,0.857,0.893,-2.87,0.0335,0.845,240651292,2291965,75285958
489,0.619,0.429,-7.867,0.136,0.545,66364441,632208,91740940
490,0.51,0.502,-7.016,0.0708,0.321,79273746,671799,100903028
491,0.54,0.796,-7.538,0.11,0.636,33160840,481325,28781713
492,0.815,0.761,-7.162,0.0272,0.82,435786754,4077182,78684300
493,0.52,0.485,-6.438,0.159,0.407,12680162,126015,42953279
494,0.609,0.759,-9.422,0.207,0.802,808247,16354,46214786
495,0.334,0.3,-12.359,0.195,0.158,4548435,96196,25942155
496,0.533,0.436,-7.521,0.46,0.371,131716526,1124402,49993575
497,0.442,0.574,-6.394,0.094,0.308,7876,259,32957897
498,0.651,0.482,-8.666,0.0811,0.517,502800,15379,84959335
500,0.481,0.262,-15.73,0.832,0.375,328482,5849,557368632
509,0.417,0.934,-3.908,0.132,0.287,1232003777,7083485,949503301
510,0.413,0.873,-4.151,0.204,0.48,736827328,3961603,628447295
511,0.47,0.796,-3.277,0.133,0.215,320886690,1974713,347276552
512,0.364,0.922,-4.217,0.0697,0.227,391073429,2007787,340999078
513,0.538,0.981,-2.688,0.219,0.711,418146594,2399598,441264205
514,0.451,0.889,-2.693,0.258,0.586,128056329,757083,181343293
515,0.459,0.958,-2.333,0.108,0.586,572234,3690,146971757
516,0.274,0.92,-4.096,0.115,0.0397,186246163,802891,184400222
517,0.46,0.54,-5.132,0.326,0.0506,116004946,554702,90938235
518,0.493,0.974,-3.252,0.182,0.354,89046,1581,101333051
519,0.442,0.943,-3.205,0.091,0.781,306195825,1783994,778937392
520,0.38,0.988,-2.042,0.368,0.769,223477721,1599727,706697133
521,0.475,0.432,-7.844,0.161,0.648,86982693,569250,493904399
522,0.546,0.814,-5.146,0.0972,0.146,204329776,1636380,572329705
523,0.496,0.682,-4.095,0.0589,0.474,694614010,5750425,551065028
524,0.531,0.909,-4.236,0.231,0.814,110891049,588715,373991248
525,0.268,0.742,-4.939,0.626,0.416,470464081,2920109,470768474
526,0.552,0.89,-3.409,0.888,0.716,118437958,851013,215950182
527,0.29,0.827,-3.451,0.301,0.45,168152,3045,352299012
528,0.559,0.543,-5.429,0.0577,0.337,29134130,300946,137134525
529,0.447,0.449,-10.634,0.0697,0.036,55189657,1276626,304049897
530,0.191,0.0582,-25.398,0.0941,0.0454,12422512,114821,312614767
531,0.231,0.0297,-31.544,0.0742,0.07,18827869,185950,177586576
532,0.316,0.00329,-38.901,0.0933,0.415,241537,5145,3368451
533,0.339,0.00572,-32.309,0.103,0.0616,703698,18068,16169290
534,0.307,0.00229,-34.977,0.098,0.281,602647,14581,30419886
535,0.303,0.00958,-28.556,0.109,0.212,768901,13389,12822980
536,0.218,0.00352,-39.627,0.139,0.192,653911,12247,31987794
537,0.231,0.206,-13.593,0.17,0.136,4092349,60810,85582447
538,0.208,0.012,-29.933,0.1,0.0391,473964,10849,13213932
539,0.668,0.921,-3.727,0.0877,0.782,65115769,368298,407737878
540,0.602,0.905,-4.046,0.117,0.411,249689138,1391854,496116359
541,0.55,0.874,-4.046,0.206,0.318,172296428,814237,316493449
542,0.412,0.92,-4.852,0.11,0.455,101176337,488937,201041577
543,0.366,0.963,-5.301,0.115,0.211,45980398,254648,188191094
544,0.585,0.842,-5.883,0.0866,0.428,77040741,415034,173292941
545,0.502,0.417,-7.665,0.106,0.218,162282411,833060,264508776
546,0.555,0.883,-3.426,0.868,0.507,77060302,604210,207866342
547,0.408,0.965,-4.232,0.11,0.349,38420858,214006,123322561
548,0.683,0.585,-6.76,0.0797,0.641,111069898,484356,152135034
549,0.392,0.476,-7.583,0.309,0.234,3584082,26655,771341288
550,0.37,0.866,-3.879,0.137,0.427,634261334,1992939,315532319
551,0.39,0.649,-5.163,0.216,0.144,541140942,3105744,806239803
552,0.445,0.856,-3.674,0.367,0.486,307486563,1024854,233440383
553,0.653,0.73,-10.613,0.0776,0.894,112158305,787792,392902327
554,0.54,0.982,-2.962,0.0457,0.91,56228815,219918,191871078
555,0.379,0.76,-10.961,0.104,0.491,33597662,212652,329839315
556,0.308,0.747,-5.434,0.431,0.278,253391021,651715,109653445
557,0.579,0.954,-3.947,0.139,0.583,5748095,49199,61272691
558,0.633,0.823,-5.792,0.188,0.444,66608918,246673,75160311
559,0.354,0.982,-3.026,0.204,0.194,356487151,2211238,525198814
560,0.291,0.974,-2.997,0.886,0.348,249436786,1421839,383553771
561,0.568,0.981,-3.889,0.0243,0.307,472423591,3598519,440543539
562,0.407,0.98,-1.58,0.119,0.537,26386968,255982,112251097
563,0.382,0.996,-4.119,0.417,0.327,132263461,696184,297647780
564,0.427,0.946,-2.188,0.0604,0.237,131946894,1634462,228741006
565,0.398,0.939,-2.865,0.357,0.235,382685788,2607369,289911594
566,0.544,0.69,-5.723,0.0615,0.219,151293970,1215219,265277606
567,0.516,0.991,-2.587,0.327,0.402,20236075,611649,24596630
568,0.589,0.442,-8.517,0.0987,0.0904,72085231,531060,120556550
569,0.375,0.893,-4.097,0.187,0.434,5920778,94047,1568357013
571,0.331,0.558,-5.506,0.124,0.0985,40670355,280372,222997016
572,0.293,0.817,-3.786,0.355,0.138,7602328,43830,310236960
573,0.286,0.822,-3.366,0.353,0.19,41433735,209073,196083015
574,0.359,0.913,-2.865,0.0954,0.589,62494588,267021,120315940
575,0.484,0.905,-3.506,0.24,0.486,7313387,67141,98442003
578,0.491,0.561,-6.396,0.23,0.543,10810618,50735,42404903
579,0.464,0.795,-9.267,0.399,0.612,434986145,3050582,834723073
580,0.631,0.932,-4.142,0.0918,0.971,60003095,365496,472974502
581,0.723,0.863,-7.89,0.128,0.931,142710738,943127,561632246
582,0.634,0.63,-8.277,0.17,0.489,96605037,469835,470944917
583,0.702,0.668,-9.237,0.0588,0.561,50887107,292770,465192981
584,0.783,0.878,-3.864,0.0426,0.885,22589323,239167,318262316
585,0.429,0.554,-6.128,0.105,0.407,62281290,373853,282086014
586,0.432,0.389,-6.517,0.0788,0.158,5082767,62311,218360742
587,0.795,0.71,-4.746,0.344,0.845,15303624,107900,154402021
588,0.32,0.62,-9.686,0.253,0.472,19965898,273817,149203954
589,0.18,0.226,-16.457,0.0998,0.048,24110,505,184183799
590,0.286,0.0968,-16.806,0.0861,0.0395,2253213,32073,274717861
591,0.493,0.302,-12.478,0.107,0.157,1825118,19078,20954709
592,0.311,0.0173,-27.788,0.0727,0.0658,1914243,18952,99255767
594,0.448,0.336,-13.124,0.0661,0.0364,2542697,34153,15024672
595,0.304,0.0585,-16.949,0.0982,0.0371,17641271,174881,67756753
596,0.145,0.174,-19.155,0.0784,0.132,1460405,12277,58570028
597,0.169,0.222,-15.954,0.107,0.0397,12702181,66885,55582162
598,0.163,0.084,-19.007,0.102,0.0345,9613,201,23482064
599,0.269,0.853,-4.647,0.118,0.179,33943823,388244,221006767
600,0.443,0.781,-4.277,0.166,0.372,34336850,265625,176388309
601,0.206,0.965,-5.116,0.367,0.168,36805017,318193,122225430
602,0.367,0.634,-6.475,0.116,0.0964,27042523,301823,100152537
603,0.47,0.859,-3.663,0.142,0.17,17205,497,60617517
604,0.285,0.613,-6.412,0.114,0.0772,103341,3182,49317095
605,0.472,0.446,-7.416,0.091,0.0456,1317557,30269,42567093
606,0.431,0.906,-6.13,0.123,0.53,1233459,11311,31416260
607,0.338,0.859,-4.938,0.0936,0.504,3807263,43899,64987410
608,0.449,0.87,-4.241,0.0797,0.229,34336850,265625,36638392
609,0.434,0.897,-4.918,0.612,0.684,332704458,1581923,798081462
610,0.391,0.951,-7.419,0.0878,0.468,91222822,498740,521711460
611,0.664,0.781,-6.547,0.0867,0.593,351164165,1840581,597137046
612,0.579,0.928,-4.344,0.18,0.882,199905842,914915,324986783
613,0.606,0.905,-3.117,0.151,0.706,13377823,308826,23876669
614,0.52,0.775,-5.803,0.364,0.382,146038465,596518,243561772
615,0.41,0.959,-4.563,0.0766,0.83,81675630,292705,179613789
616,0.411,0.962,-5.952,0.529,0.622,68581920,264005,138444397
617,0.426,0.972,-5.122,0.171,0.341,77978075,297202,219251033
618,0.519,0.78,-4.939,0.156,0.166,89303151,398587,105326686
619,0.916,0.72,-8.548,0.0958,0.76,325433542,2096610,617214277
621,0.776,0.559,-8.375,0.0671,0.758,325433542,2096610,562706540
628,0.655,0.675,-9.352,0.727,0.587,325433542,2096610,263155760
629,0.486,0.449,-10.298,0.54,0.549,36838035,438137,344532624
630,0.489,0.758,-6.491,0.092,0.435,29328667,356411,398055023
631,0.635,0.686,-15.648,0.282,0.464,6078627,53197,310269583
632,0.31,0.403,-13.664,0.139,0.466,109314906,954906,309430985
633,0.445,0.384,-14.642,0.0539,0.216,41462565,374784,263426694
634,0.654,0.743,-7.44,0.153,0.632,38558686,398788,238006778
635,0.358,0.938,-5.577,0.117,0.944,24819682,204349,142180837
636,0.559,0.308,-11.75,0.109,0.414,1755891,29636,155279152
637,0.56,0.605,-11.209,0.0585,0.756,8640940,121706,176688422
638,0.515,0.554,-11.616,0.219,0.509,5426092,87437,119712975
639,0.532,0.887,-3.757,0.294,0.795,1001651093,4560379,1136987099
640,0.541,0.96,-2.947,0.344,0.812,344914092,1568340,803312398
641,0.551,0.913,-4.063,0.347,0.544,1215486930,6590921,633798307
642,0.383,0.659,-5.558,0.0778,0.327,906667845,3364863,399920066
643,0.252,0.802,-3.976,0.309,0.253,177513233,872881,335808355
644,0.309,0.596,-5.599,0.21,0.161,320174390,1144189,277814070
645,0.475,0.899,-4.321,0.14,0.603,137551093,566860,197345911
646,0.437,0.727,-5.432,0.103,0.233,268058381,958921,163694429
647,0.555,0.973,-3.804,0.0853,0.805,48224548,207031,144299907
648,0.385,0.342,-7.749,0.119,0.131,2863878,35911,78748335
649,0.816,0.775,-3.323,0.0543,0.527,1233860763,9629569,1085977338
650,0.922,0.909,-2.429,0.0856,0.309,623064998,5614192,754591572
651,0.924,0.74,-1.299,0.163,0.621,201863792,1505962,601201524
652,0.772,0.821,-0.14,0.148,0.77,234983,1114,307494929
653,0.594,0.946,-4.521,0.306,0.397,482937774,2958284,283879765
654,0.672,0.777,-4.238,0.159,0.238,7735120,84144,122828295
655,0.765,0.88,-4.361,0.139,0.929,12036263,87956,196936815
656,0.919,0.869,-4.441,0.166,0.655,34499,649,54127300
657,0.939,0.486,-3.488,0.264,0.517,1192,22,85334262
658,0.444,0.866,-6.217,0.105,0.375,194414043,968198,118973790
659,0.741,0.697,-7.028,0.133,0.774,299246333,2268246,975300588
660,0.64,0.663,-7.516,0.152,0.663,93089677,746107,904262158
661,0.508,0.774,-5.973,0.063,0.942,51013150,280742,568442546
662,0.699,0.641,-7.564,0.0601,0.728,1700590,21228,221908951
663,0.858,0.544,-9.289,0.0707,0.874,29006667,139447,303815108
664,0.702,0.772,-9.677,0.0809,0.973,66052065,331763,128916089
665,0.606,0.908,-5.736,0.245,0.773,5546781,43760,211189899
666,0.627,0.873,-5.415,0.0555,0.628,7921737,42678,151656881
667,0.773,0.756,-5.149,0.0805,0.912,111018934,562192,178387111
668,0.656,0.601,-7.734,0.0974,0.576,21775206,100897,100789298
669,0.54,0.429,-11.822,0.141,0.113,112720876,762547,803376048
670,0.564,0.774,-9.424,0.0861,0.657,169626279,891840,531487905
671,0.392,0.534,-8.793,0.155,0.325,144625593,617689,447961684
672,0.539,0.926,-6.495,0.36,0.454,177102206,685207,434312667
673,0.543,0.944,-7.495,0.0373,0.735,963144,19714,312372765
674,0.49,0.724,-9.581,0.159,0.292,60858124,218869,141713043
675,0.458,0.843,-7.201,0.778,0.713,97311333,402933,199004519
676,0.524,0.641,-8.967,0.159,0.482,58474426,171485,106597387
677,0.416,0.819,-3.974,0.147,0.632,65513552,222605,108148330
678,0.551,0.378,-8.398,0.176,0.242,280321,7373,1646179
679,0.934,0.562,-4.609,0.0608,0.712,37353144,314682,97613307
680,0.905,0.414,-8.112,0.0914,0.758,50038923,284168,41909680
681,0.912,0.416,-5.943,0.09,0.677,8077133,111121,53098241
682,0.945,0.701,-3.749,0.147,0.617,164632766,1354860,32805017
683,0.604,0.601,-6.837,0.405,0.829,230534,4634,41273101
684,0.858,0.683,-7.058,0.4,0.779,15845590,154812,4643075
685,0.736,0.517,-9.775,0.138,0.116,85998,1886,33117711
686,0.859,0.342,-5.789,0.056,0.395,5428329,37435,10372883
687,0.849,0.955,-1.862,0.0604,0.545,8077133,111121,34975020
688,0.818,0.433,-6.398,0.0967,0.677,196434,1678,11303566
689,0.69,0.973,-3.588,0.101,0.772,556400144,2467146,426730287
690,0.696,0.758,-6.076,0.189,0.859,197423800,717682,278822916
691,0.543,0.876,-4.889,0.338,0.637,29331292,483761,57873543
692,0.348,0.536,-5.76,0.209,0.199,44480443,352972,179230151
693,0.751,0.731,-4.419,0.0556,0.973,185723950,1156885,275765175
694,0.673,0.841,-3.564,0.0965,0.94,162772420,870329,176365330
695,0.601,0.643,-4.581,0.283,0.387,71016227,347023,111397248
696,0.486,0.715,-4.417,0.195,0.637,95611453,373586,143679291
697,0.616,0.698,-4.932,0.208,0.714,111292554,398944,97521080
698,0.602,0.506,-7.578,0.125,0.531,131030317,550734,88702739
699,0.543,0.903,-6.658,0.0862,0.962,93489019,275839,248023939
700,0.643,0.809,-3.275,0.154,0.499,84249874,205095,227749183
701,0.634,0.854,-3.444,0.0664,0.564,124012445,328746,278568516
702,0.64,0.693,-5.735,0.0978,0.698,256680066,813397,284538131
703,0.857,0.561,-7.288,0.0831,0.76,356859999,1256007,231730622
704,0.84,0.638,-7.003,0.173,0.807,224903903,499022,51378138
705,0.622,0.647,-6.913,0.0872,0.815,354928492,984598,48090397
706,0.626,0.602,-8.234,0.0971,0.408,221396170,497537,50227846
707,0.791,0.782,-4.973,0.107,0.635,223276758,683854,181984310
708,0.67,0.528,-8.036,0.224,0.384,159021381,357244,122099715
709,0.702,0.773,-9.256,0.147,0.953,281066254,2720170,768175251
710,0.707,0.535,-19.793,0.0884,0.641,281066254,2720170,134009247
711,0.601,0.703,-6.24,0.571,0.673,35040291,161399,361014530
712,0.594,0.5,-5.586,0.184,0.537,506541558,2716911,538082219
713,0.726,0.779,-7.057,0.104,0.841,42329727,303542,300077531
714,0.423,0.384,-12.503,0.27,0.521,4793510,46997,120135869
715,0.679,0.762,-4.253,0.0446,0.511,2983334,44533,44849235
716,0.681,0.716,-10.911,0.337,0.963,11483424,112139,155404216
717,0.495,0.439,-13.212,0.725,0.353,88124299,564619,110609747
718,0.31,0.464,-8.755,0.132,0.431,3424501,37440,102310593
719,0.701,0.944,-2.986,0.601,0.792,208075172,1377238,621088349
720,0.532,0.495,-6.662,0.0754,0.308,25313756,337872,324222155
721,0.331,0.55,-6.483,0.192,0.429,221617182,1382318,676661762
722,0.712,0.967,-5.206,0.356,0.895,150509354,937226,368967530
723,0.292,0.324,-11.996,0.12,0.384,19962540,126911,249630617
724,0.589,0.453,-8.912,0.134,0.513,35450181,231220,186034963
725,0.741,0.647,-12.878,0.0555,0.804,21629232,125895,160300355
726,0.752,0.684,-7.599,0.0897,0.539,22206407,117360,156162446
727,0.579,0.872,-6.126,0.0935,0.761,3628335,29395,147480448
728,0.664,0.88,-5.009,0.0591,0.895,2390090,23345,99456533
729,0.901,0.697,-3.439,0.287,0.67,89884180,611459,829984314
730,0.78,0.575,-7.247,0.143,0.773,401940354,3381467,720731532
731,0.889,0.818,-4.639,0.179,0.782,7071,177,619944753
732,0.845,0.884,-4.506,0.203,0.904,967760,12335,390696819
733,0.672,0.704,-10.066,0.139,0.811,6831520,51127,77061994
734,0.833,0.628,-7.041,0.282,0.645,121052803,546047,144272231
735,0.604,0.501,-10.171,0.091,0.0956,17764935,303998,126109649
736,0.704,0.873,-4.057,0.24,0.742,420894,6707,193681748
737,0.831,0.682,-5.697,0.494,0.6,35891,696,154767780
738,0.721,0.662,-8.136,0.178,0.68,12960794,132704,113010757
739,0.628,0.69,-5.83,0.113,0.66,57041863,446376,765561212
740,0.821,0.819,-3.627,0.145,0.893,806094362,2513313,295321992
741,0.689,0.808,-3.28,0.241,0.674,1447988752,6354591,622083603
742,0.581,0.651,-5.617,0.107,0.146,477238688,1982076,282904687
743,0.72,0.909,-3.258,0.137,0.877,1089805731,4094819,585840731
744,0.723,0.777,-3.503,0.0451,0.961,3328780111,10159799,686731812
745,0.647,0.629,-8.041,0.0428,0.457,73403305,234999,80835238
746,0.487,0.478,-5.91,0.121,0.288,1238514121,4098178,168383371
747,0.637,0.505,-8.621,0.114,0.222,151042,1785,60507888
748,0.646,0.94,-2.856,0.0691,0.704,341252633,1169541,184691650
749,0.731,0.807,-6.492,0.319,0.765,498438451,2247596,500164000
750,0.975,0.711,-3.904,0.0799,0.815,133147140,760396,165286007
751,0.657,0.604,-6.006,0.102,0.0779,527260553,3703908,390479953
752,0.652,0.605,-7.371,0.0605,0.394,155767657,591983,135506785
753,0.531,0.574,-6.693,0.256,0.272,193799855,630152,120576879
754,0.555,0.713,-4.549,0.712,0.725,60874841,284439,39601929
755,0.57,0.774,-3.677,0.199,0.229,11121007,72303,49500145
756,0.734,0.927,-4.244,0.0465,0.901,191899957,754934,53928566
757,0.591,0.822,-7.065,0.301,0.585,878121,70607,1663104
758,0.648,0.846,-6.731,0.0803,0.815,71912056,260588,347057045
759,0.276,0.572,-7.818,0.2,0.285,764831,5730,169769959
760,0.629,0.703,-4.875,0.11,0.402,436802658,925748,271777414
761,0.378,0.619,-6.794,0.413,0.349,43307047,627919,79232138
762,0.707,0.908,-2.903,0.111,0.546,181778115,551840,200161100
763,0.76,0.689,-5.967,0.0662,0.699,35309110,133486,84956063
764,0.281,0.534,-7.045,0.12,0.217,122725091,358718,112854307
765,0.304,0.328,-10.311,0.116,0.243,3115349,58757,21257546
766,0.399,0.53,-7.176,0.0719,0.351,59341295,181862,93036744
767,0.497,0.714,-4.209,0.151,0.381,128729469,305062,81491201
768,0.709,0.824,-8.824,0.0888,0.867,387271564,2042571,914287347
769,0.332,0.214,-12.518,0.0839,0.11,1354367310,8399842,541717370
770,0.541,0.401,-10.499,0.164,0.24,698467783,3439891,324899226
771,0.693,0.678,-7.159,0.101,0.404,170230327,848193,773933173
772,0.758,0.683,-5.465,0.242,0.663,129596945,542989,79724836
